entity_id,type,debit,credit,amount,fee,tax,on_hold,settled,created_at,settled_at,settlement_id,payment_id,arn,method,description
pay_90243,payment,0.00,50000.00,50000.00,1000.00,180.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90243,,card,Settlement line for pay_90243
pay_90244,payment,0.00,500.00,500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90244,,card,Settlement line for pay_90244
pay_90245,payment,0.00,12000.00,12000.00,240.00,43.20,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90245,,card,Settlement line for pay_90245
pay_90246,payment,0.00,7500.00,7500.00,150.00,27.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90246,,card,Settlement line for pay_90246
pay_90247,payment,0.00,1200.00,1200.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90247,,card,Settlement line for pay_90247
pay_90248,payment,0.00,7500.00,7500.00,150.00,27.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90248,,card,Settlement line for pay_90248
pay_90249,payment,0.00,50000.00,50000.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90249,,card,Settlement line for pay_90249
rfnd_3005,refund,1200.00,0.00,1200.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90228,24022872346862514425305,card,Settlement line for rfnd_3005
rfnd_3010,refund,50000.00,0.00,50000.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90249,24022886882288059296761,card,Settlement line for rfnd_3010
rfnd_3011,refund,500.00,0.00,500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90237,24022895288585114925289,card,Settlement line for rfnd_3011
rfnd_3024,refund,500.00,0.00,500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90244,24022855989445109735131,card,Settlement line for rfnd_3024
rfnd_3027,refund,250.00,0.00,250.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,pay_90233,24022845779518912979171,card,Settlement line for rfnd_3027
disp_5000,dispute,7500.00,0.00,7500.00,0.00,0.00,false,true,2026-08-17T10:00:00+00:00,2026-08-17T10:00:00+00:00,setl_8814,,,card,Settlement line for disp_5000
